0.032652,0.032529,0.048523,0.040033,0.084778,0.139946,0.249753,0.398292,0.862462,0.726454,1.364015,0.906167,1.228727,1.316208,1.471707,1.384385,1.485820,1.322329,1.955541,1.339636,1.057385,1.448284,1.239380,1.650528,1.311426,1.201439,1.375526,1.017678,1.174858,0.817149,0.831050,0.573335,0.444371,0.457266,0.710134,0.297297,0.200331,0.318744,0.139231,0.080395,0.036639,0.031494,0.026074,0.012814,0.012814,0.012814,0.000000,0.000000
0.032297,0.044648,0.056574,0.048084,0.093740,0.154946,0.244485,0.369912,0.700046,0.970561,1.024619,1.764980,1.778572,1.542638,2.005075,1.647331,2.435667,1.545432,2.678727,2.414879,1.819893,2.389541,1.678144,3.203910,1.584150,1.824109,1.876937,1.246998,1.849283,0.976505,1.239660,0.782465,0.766759,0.559095,0.616054,0.368998,0.236541,0.277651,0.179663,0.125564,0.048856,0.034585,0.029165,0.013104,0.013104,0.013104,0.000000,0.000000
0.030008,0.025630,0.039418,0.030928,0.083686,0.127532,0.207065,0.368504,0.661440,0.782794,1.766639,1.490802,2.207775,1.596347,2.095781,1.971605,2.688173,1.915717,2.507726,2.292936,1.930150,3.013853,1.911358,2.956428,2.276721,2.021394,2.282610,1.401397,2.315443,1.189985,1.284238,0.935632,0.817756,0.692602,0.681138,0.403842,0.306914,0.310073,0.195912,0.133446,0.044260,0.031243,0.025823,0.013104,0.013104,0.013104,0.000000,0.000000
0.030767,0.038173,0.054166,0.045676,0.067886,0.129092,0.249283,0.323283,0.566310,0.714003,1.136570,1.535828,1.769139,3.119680,2.381445,2.294573,4.252378,2.592706,3.830528,2.814858,3.055484,3.392955,2.385262,4.037143,2.670451,3.606277,2.776168,1.976106,2.673954,1.543880,1.585967,1.056570,0.922906,0.748794,0.722761,0.495287,0.310908,0.314231,0.198835,0.143939,0.047326,0.034018,0.028598,0.012537,0.012537,0.012537,0.000000,0.000000
0.033845,0.047798,0.057858,0.049368,0.081799,0.150942,0.198067,0.399585,0.544418,0.704796,0.982885,1.494879,2.290206,2.198431,4.488897,2.671084,5.290905,3.181967,4.880244,4.797798,3.186274,5.632727,3.135441,6.304178,3.926022,3.732910,5.158572,2.622962,4.203090,2.351002,2.434824,1.728393,1.244312,1.264637,0.929822,0.692106,0.457664,0.448942,0.239439,0.177265,0.083088,0.070515,0.061910,0.013104,0.013104,0.013104,0.000000,0.000000
0.033845,0.038870,0.054863,0.046373,0.082430,0.124788,0.286417,0.332101,0.553091,0.714694,0.942010,1.369818,1.842569,2.235702,3.156107,4.278461,4.755074,3.881064,5.185085,4.739464,3.923413,5.847626,3.942073,6.286208,4.837706,4.518362,5.675909,3.780000,4.669035,2.957830,2.933646,2.281268,1.626739,1.524208,1.266038,0.778485,0.583644,0.546966,0.325496,0.232835,0.127845,0.094702,0.090967,0.023078,0.028859,0.023078,0.000000,0.000000
0.033845,0.047798,0.066630,0.049368,0.068733,0.129939,0.196270,0.303836,0.507085,0.703964,0.872054,1.357863,1.508675,2.285988,3.873925,2.606807,8.420929,4.148580,7.480129,7.320031,4.822317,8.144397,4.104604,9.004934,5.800449,5.501406,7.579820,3.806429,6.978779,3.456799,4.142294,3.277460,2.293915,2.264257,1.497356,1.163873,0.809443,0.720538,0.457122,0.331708,0.235875,0.191402,0.149585,0.046787,0.035473,0.029693,0.000000,0.000000
0.033028,0.036565,0.065630,0.043251,0.081903,0.135748,0.216843,0.320571,0.565861,0.770513,1.112321,1.345785,1.600624,2.314212,3.221369,3.395981,5.670182,6.670368,6.481345,9.413856,5.923712,9.068095,6.216756,8.589650,8.198673,6.580912,9.948863,4.828292,7.620102,4.788849,4.731155,3.985561,2.834004,2.752284,2.079763,1.348335,1.189818,0.870258,0.637233,0.481321,0.288466,0.229762,0.179818,0.094203,0.070149,0.064368,0.018532,0.000000
0.033845,0.043094,0.058271,0.049781,0.076294,0.136039,0.198649,0.298754,0.531525,0.731180,0.839910,1.320283,1.426352,1.918302,2.791976,2.897424,8.141635,4.805804,9.439647,8.309554,6.703670,10.871773,6.329838,9.834352,8.010699,7.154681,9.861274,5.573943,8.774731,5.029987,6.378815,4.264181,3.175749,3.173302,2.297577,1.738697,1.366008,1.045029,0.741383,0.566700,0.305760,0.231710,0.193142,0.087640,0.066541,0.060761,0.019036,0.000000
0.033028,0.046981,0.058073,0.049583,0.099365,0.141722,0.223239,0.324319,0.589975,0.692354,0.923168,1.262776,1.492048,2.016637,3.022716,2.577741,6.043735,5.890968,6.829322,13.136956,5.487333,14.676848,8.723110,11.660102,11.214089,7.141716,14.115947,5.906311,10.876734,7.234410,6.296079,6.431274,3.540419,4.109977,2.634348,2.061805,1.619244,1.097973,0.861147,0.593714,0.356387,0.243939,0.198735,0.148192,0.118649,0.077044,0.017193,0.000000
0.033845,0.033215,0.049209,0.040719,0.057395,0.120282,0.205098,0.309807,0.531902,0.673391,0.843699,1.280287,1.493735,1.897225,2.661133,2.619974,5.349643,4.867309,7.517429,8.860005,8.191206,11.624716,7.917825,12.681710,11.126569,8.591706,13.280902,6.986850,10.972719,7.376686,7.127643,6.459889,4.638071,4.422171,3.037475,2.408672,1.770421,1.310345,0.981962,0.721912,0.410386,0.305561,0.253202,0.158421,0.130494,0.084245,0.019036,0.000000
0.031044,0.044997,0.056923,0.048433,0.060665,0.115005,0.183255,0.307143,0.477938,0.698929,0.752976,1.495610,1.255891,1.587657,2.502447,1.810573,4.836857,4.239793,6.591387,12.944933,5.831855,17.390860,7.554731,15.589852,13.447989,8.898410,15.832523,5.993465,11.812205,7.478626,7.495826,6.847553,3.849701,5.044843,2.859577,2.463657,1.949860,1.306005,1.065854,0.691613,0.462576,0.306791,0.252298,0.158628,0.125165,0.065322,0.014018,0.000000
0.033845,0.037169,0.053163,0.044673,0.071349,0.079340,0.177179,0.283520,0.482432,0.626736,0.754948,1.102246,1.326702,1.814038,2.400190,2.195140,4.820814,4.789428,6.424634,9.603870,6.509181,12.040567,11.755793,11.778428,13.684768,9.595807,15.265056,7.738258,11.726866,8.374054,7.676450,7.102486,4.548450,5.173018,3.388946,2.831551,2.180551,1.483083,1.133977,0.826036,0.497240,0.370837,0.294953,0.166160,0.135370,0.067874,0.019036,0.000000
0.031639,0.040384,0.048918,0.040428,0.060263,0.068253,0.158833,0.252144,0.438077,0.508110,0.667708,1.066587,1.077464,1.557520,1.933244,1.627965,4.267509,3.499037,5.459410,8.271009,5.922786,16.952802,7.065196,18.944897,12.809995,11.449273,18.405161,7.355197,13.678769,7.558848,8.442274,7.348477,4.704262,5.512075,3.045503,2.821273,2.043347,1.359100,1.053232,0.734757,0.478318,0.339876,0.272456,0.165096,0.143611,0.076115,0.015102,0.000000
0.042127,0.009336,0.024891,0.016401,0.040319,0.033859,0.145099,0.259079,0.373366,0.589213,0.642692,1.081176,1.264952,1.591677,2.179280,1.875845,4.314146,3.949617,5.064779,8.151785,5.173374,12.479825,9.573285,13.005289,18.352787,10.056895,21.670090,7.707797,13.710929,9.240271,7.926374,8.121232,4.652241,5.554791,3.259288,2.676743,2.301846,1.458001,1.027783,0.690342,0.404552,0.282416,0.204209,0.145042,0.114252,0.052088,0.010483,0.000000
0.031959,0.029230,0.039628,0.031138,0.033577,0.029942,0.113047,0.228545,0.311183,0.455356,0.565291,0.884149,1.014080,1.508233,2.067860,1.839331,4.306035,3.734425,5.821495,7.365353,5.647801,11.642675,7.436746,15.326635,12.529456,15.100980,16.787993,9.671396,15.069209,9.001582,9.408693,7.992546,5.469046,6.139656,3.666308,3.220734,2.333901,1.691919,1.108130,0.770412,0.467706,0.343714,0.280988,0.150792,0.133145,0.069016,0.019036,0.000000
0.058612,0.010167,0.043320,0.015093,0.017532,0.013897,0.128668,0.280960,0.313041,0.449333,0.531957,0.895891,0.977988,1.389262,1.946910,1.544937,3.764469,3.338470,4.716611,7.782069,4.067838,10.375649,6.582731,12.861190,17.540227,9.214609,26.321730,7.306052,19.084567,9.921960,9.342281,8.573888,4.379117,5.975402,3.184973,2.734183,2.150563,1.328514,1.075773,0.633745,0.387650,0.261356,0.194122,0.135808,0.096246,0.058221,0.015727,0.000000
0.027472,0.020255,0.035141,0.034984,0.029090,0.025455,0.125108,0.240189,0.365039,0.485924,0.592108,0.937152,1.117744,1.583923,2.249163,1.928581,4.208904,4.006631,5.580998,7.526981,5.380902,10.008264,7.399535,11.763503,12.433784,11.862707,16.458154,11.997348,15.030507,10.803894,11.128945,8.437146,6.148725,6.092337,4.136677,3.174043,2.515600,1.691645,1.091124,0.798653,0.448814,0.339415,0.275279,0.160720,0.118643,0.051147,0.015407,0.000000
0.039139,0.007589,0.021102,0.012612,0.019051,0.011416,0.113333,0.255387,0.256808,0.351955,0.522275,0.740137,0.949909,1.196685,1.735900,1.484060,3.165868,3.025945,4.169750,6.235665,4.018070,9.059888,5.497051,10.678474,11.339284,8.680849,24.142464,7.501693,21.556973,9.907622,12.699085,10.385688,5.439767,6.333350,3.334720,3.468640,2.227538,1.547799,1.003335,0.605552,0.419451,0.270832,0.233066,0.146732,0.100236,0.063796,0.015102,0.000000
0.030008,0.014458,0.037677,0.029187,0.031626,0.027991,0.140102,0.237276,0.308810,0.407008,0.491180,0.803518,0.840744,1.167074,1.787160,1.562280,3.240045,3.098120,4.497383,6.140453,4.149070,8.321665,5.732444,9.230714,10.201219,7.779004,16.290471,8.734104,15.744546,15.041267,9.713463,10.960084,6.253316,6.797238,4.559099,3.167666,2.881777,1.725178,1.271213,0.789518,0.432418,0.324144,0.231148,0.136027,0.099369,0.060328,0.017613,0.000000
0.033845,0.018294,0.035580,0.027090,0.029529,0.025893,0.117971,0.224919,0.262448,0.355397,0.454874,0.716200,0.780929,0.906254,1.492917,1.350012,2.577922,2.620485,3.924029,5.569821,3.729698,7.827994,5.105046,8.994326,8.647511,7.569357,15.221208,7.898306,18.161516,8.903933,14.693287,9.448619,8.146223,7.811751,4.270951,3.658806,2.523260,1.821145,1.417689,0.789518,0.522421,0.336730,0.308461,0.163612,0.124869,0.065101,0.018532,0.000000
0.030502,0.014952,0.032899,0.024409,0.026848,0.023213,0.134316,0.175145,0.263011,0.334611,0.424531,0.649467,0.807991,0.905457,1.315005,1.219210,2.130630,2.307085,3.076095,4.711783,3.156831,6.530631,4.495404,7.287364,8.072337,6.039760,12.775957,6.147868,13.740815,11.623609,9.907706,14.443767,6.194089,10.229470,4.247623,4.009438,3.018416,1.711055,1.525834,0.780213,0.458841,0.302195,0.288936,0.186727,0.107663,0.060307,0.013777,0.000000
0.033845,0.018294,0.041514,0.033024,0.035463,0.031827,0.183369,0.178084,0.363055,0.329660,0.405442,0.645855,0.674297,0.662271,1.284413,1.120200,2.134648,2.333941,2.838449,4.751437,3.291180,6.712670,4.428466,7.683348,8.019465,6.032503,11.329716,6.174192,11.577241,8.340681,11.674276,9.176178,8.513692,7.726354,5.495664,4.316367,3.072276,2.168019,1.603979,0.879661,0.542301,0.381247,0.384341,0.231608,0.174337,0.063900,0.019036,0.000000
0.000000,0.000000,0.018945,0.012847,0.015286,0.012847,0.107067,0.132882,0.228005,0.246604,0.332991,0.408857,0.360607,0.473900,0.817135,0.795869,1.285972,1.563226,1.865809,3.469055,2.065259,4.737571,3.152477,5.160453,6.138904,3.967081,8.768246,4.862127,8.730674,7.547628,8.153971,11.377008,5.522996,11.974139,4.543487,5.262033,3.114164,1.882107,1.661270,0.777254,0.480757,0.346637,0.344775,0.270225,0.137690,0.068062,0.013324,0.000000
0.000000,0.000000,0.022023,0.015925,0.018364,0.015925,0.094582,0.083148,0.238597,0.205914,0.296882,0.383284,0.299004,0.421423,0.780490,0.775496,1.333222,1.406361,1.848498,3.232287,2.216257,4.575282,3.076737,5.356132,5.719968,4.244924,8.102250,4.764771,7.895323,6.551917,6.924936,7.018669,6.771553,7.413242,7.665368,4.065966,3.861958,2.362922,1.722081,0.920092,0.507210,0.377254,0.354504,0.229548,0.152672,0.057457,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093920,0.072838,0.176060,0.155576,0.196906,0.222054,0.245251,0.356743,0.475659,0.579298,0.940540,1.126379,1.299458,2.674625,1.792904,3.717592,2.484672,3.885107,4.966020,3.397906,6.232303,3.803659,6.452078,5.119481,5.363421,6.345681,4.433674,7.970050,3.752620,6.407879,3.110335,2.500380,1.984921,0.890153,0.634719,0.374747,0.371339,0.234378,0.139441,0.077094,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093920,0.072838,0.189185,0.177634,0.209790,0.243889,0.252399,0.349457,0.473976,0.574381,0.925604,1.042829,1.203329,2.171078,1.467175,3.106173,2.051793,3.296940,3.730787,2.924235,5.024163,3.139120,4.999864,4.008795,4.557765,4.687132,3.878312,5.140709,4.262420,4.170878,4.996783,2.108153,2.380026,0.939571,0.518995,0.386335,0.309025,0.207426,0.123516,0.073097,0.016065,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107048,0.045262,0.221745,0.092797,0.268390,0.174823,0.215191,0.214010,0.364602,0.491503,0.781438,0.950900,1.007918,1.925174,1.302006,2.584239,1.845836,2.888886,3.377863,2.460308,4.434186,2.802712,4.146292,3.376699,3.675597,3.772104,2.896265,3.923138,3.120167,3.980108,3.067172,3.364195,2.013782,1.183988,0.633705,0.432108,0.411097,0.265355,0.175824,0.075867,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065636,0.055513,0.133511,0.105815,0.159336,0.170096,0.188339,0.188501,0.216600,0.354213,0.540684,0.680795,0.723512,1.383782,0.992584,1.865516,1.340637,1.828004,2.572326,1.784354,2.632649,2.243043,2.875851,2.339743,2.442445,2.630770,2.082941,2.570055,2.157164,2.417518,3.429033,1.825550,2.539695,1.067302,0.660368,0.389713,0.421733,0.234164,0.133096,0.077548,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056658,0.018517,0.165879,0.036486,0.188402,0.095818,0.137424,0.109969,0.151677,0.260501,0.475836,0.593525,0.642767,1.237080,0.769768,1.683017,1.141145,1.597109,2.225865,1.543607,2.472982,1.767773,2.657294,2.005979,2.138385,2.222899,1.862597,2.116676,1.861577,1.729141,2.125452,1.664568,1.743569,1.289659,0.656828,0.464101,0.414828,0.271931,0.180785,0.081863,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062164,0.024023,0.200552,0.024023,0.096055,0.041089,0.056649,0.044415,0.086888,0.195981,0.276057,0.439789,0.377130,0.730634,0.414855,0.977094,0.686465,0.763407,1.282341,0.884827,1.341244,1.155840,1.315970,1.521505,1.224764,1.597938,1.093863,1.350475,1.357724,0.993789,1.601006,0.838654,1.328903,0.690701,0.772905,0.457443,0.426719,0.277558,0.178580,0.083771,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023104,0.013104,0.013104,0.013104,0.039366,0.027617,0.041167,0.029435,0.069933,0.161300,0.245647,0.307398,0.295568,0.638384,0.303676,0.889676,0.551592,0.676041,1.114448,0.698039,1.193204,0.865480,1.143630,1.094536,1.054586,1.295860,0.859354,1.076528,0.926678,0.824554,1.073963,0.553435,0.764982,0.523932,0.505726,0.527242,0.426949,0.286880,0.187275,0.084782,0.018532,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023104,0.013104,0.013104,0.013104,0.040914,0.029165,0.042715,0.030983,0.072523,0.161997,0.201913,0.271069,0.224506,0.590646,0.268625,0.772260,0.464711,0.559662,1.019302,0.596079,1.040604,0.758154,0.895539,1.021473,0.752777,1.093948,0.778655,0.858040,0.804902,0.636375,0.974748,0.429784,0.643486,0.411070,0.417090,0.390514,0.415162,0.510854,0.170497,0.082819,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023104,0.013104,0.013104,0.013104,0.014013,0.013104,0.013104,0.014922,0.013104,0.056328,0.049830,0.102920,0.117687,0.201758,0.143244,0.297008,0.221359,0.231342,0.432759,0.351277,0.475732,0.497214,0.503292,0.591841,0.516357,0.685913,0.527853,0.523268,0.522181,0.577106,0.639217,0.268080,0.509952,0.245076,0.232582,0.215296,0.258146,0.299160,0.166843,0.081211,0.017193,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023104,0.013104,0.013104,0.013104,0.014013,0.013104,0.013104,0.014922,0.013104,0.053861,0.027225,0.069803,0.093065,0.157250,0.124412,0.274769,0.206192,0.183355,0.417591,0.245376,0.460564,0.404733,0.361534,0.425879,0.417933,0.610547,0.368657,0.454552,0.415963,0.412796,0.506746,0.223780,0.378327,0.203672,0.200545,0.184474,0.239266,0.239733,0.185973,0.082203,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023104,0.013104,0.013104,0.013104,0.014013,0.013104,0.013104,0.014922,0.013104,0.056328,0.029693,0.072271,0.095533,0.111398,0.088068,0.183871,0.148601,0.125765,0.340453,0.180539,0.247877,0.347142,0.184346,0.208721,0.250624,0.212701,0.242241,0.201173,0.293808,0.115048,0.138423,0.121461,0.111080,0.099832,0.088262,0.088193,0.091066,0.101081,0.092108,0.085286,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021943,0.019036,0.030664,0.019036,0.059734,0.019036,0.048106,0.120780,0.019036,0.042292,0.045199,0.048106,0.027757,0.021943,0.065548,0.019036,0.068455,0.019036,0.019036,0.039385,0.019036,0.019036,0.019036,0.019036,0.021943,0.019036,0.030664,0.019036,0.019036,0.019036,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
